,chr,start,end,U2OS_BONE,AA_x,AT_x,AG_x,AC_x,TA_x,TT_x,TG_x,TC_x,GA_x,GT_x,GG_x,GC_x,CA_x,CT_x,CG_x,CC_x,AA_y,AT_y,AG_y,AC_y,TA_y,TT_y,TG_y,TC_y,GA_y,GT_y,GG_y,GC_y,CA_y,CT_y,CG_y,CC_y
1907,12,44152506,44152922,0.011,22.0,9.0,25.0,15.0,10.0,22.0,19.0,27.0,14.0,22.0,45.0,48.0,25.0,25.0,41.0,46.0,4.0,2.0,1.0,2.0,3.0,3.0,3.0,12.0,1.0,3.0,9.0,16.0,7.0,6.0,7.0,12.0
1908,12,44199630,44200405,0.003,19.0,11.0,41.0,26.0,7.0,22.0,39.0,56.0,42.0,26.0,74.0,100.0,29.0,65.0,89.0,128.0,4.0,1.0,4.0,5.0,1.0,3.0,6.0,18.0,8.0,3.0,10.0,12.0,12.0,26.0,18.0,28.0
1909,12,44229710,44230164,0.004,5.0,4.0,23.0,11.0,5.0,11.0,21.0,19.0,19.0,24.0,47.0,81.0,14.0,17.0,81.0,71.0,4.0,1.0,2.0,0.0,1.0,1.0,6.0,4.0,2.0,6.0,5.0,31.0,6.0,4.0,16.0,25.0
1910,12,4430043,4430747,0.002,21.0,15.0,39.0,21.0,9.0,25.0,40.0,49.0,34.0,32.0,93.0,85.0,32.0,51.0,73.0,84.0,10.0,5.0,12.0,10.0,5.0,20.0,15.0,26.0,6.0,21.0,48.0,48.0,16.0,28.0,44.0,52.0
1911,12,4479522,4479973,0.722,14.0,9.0,28.0,19.0,8.0,16.0,30.0,34.0,28.0,36.0,67.0,31.0,20.0,27.0,38.0,45.0,3.0,3.0,6.0,4.0,7.0,6.0,20.0,17.0,9.0,16.0,15.0,15.0,6.0,16.0,34.0,19.0
1912,12,4554405,4554624,0.596,5.0,5.0,18.0,8.0,3.0,7.0,15.0,12.0,11.0,13.0,17.0,25.0,17.0,12.0,17.0,33.0,4.0,2.0,3.0,1.0,0.0,3.0,6.0,12.0,3.0,2.0,2.0,19.0,14.0,8.0,18.0,11.0
1913,12,46385607,46385887,0.004,1.0,2.0,9.0,13.0,2.0,17.0,18.0,24.0,9.0,12.0,9.0,39.0,13.0,30.0,34.0,47.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,1.0,4.0,1.0,9.0,7.0,4.0,24.0,22.0
1914,12,47224912,47225664,0.835,17.0,15.0,42.0,37.0,15.0,38.0,26.0,71.0,28.0,26.0,64.0,77.0,51.0,71.0,64.0,109.0,5.0,7.0,9.0,3.0,3.0,7.0,3.0,14.0,7.0,10.0,12.0,23.0,13.0,13.0,19.0,21.0
1915,12,47473177,47474120,0.009,30.0,10.0,59.0,41.0,14.0,23.0,33.0,64.0,37.0,30.0,132.0,122.0,59.0,71.0,98.0,119.0,8.0,2.0,8.0,10.0,3.0,7.0,1.0,21.0,10.0,2.0,24.0,30.0,10.0,8.0,28.0,32.0
1916,12,4758177,4758431,0.005,14.0,6.0,18.0,10.0,7.0,18.0,19.0,12.0,15.0,24.0,31.0,20.0,12.0,8.0,23.0,16.0,1.0,2.0,4.0,1.0,3.0,4.0,7.0,7.0,1.0,6.0,8.0,5.0,7.0,6.0,19.0,7.0
1917,12,48099317,48099905,0.002,23.0,6.0,31.0,38.0,7.0,12.0,19.0,29.0,23.0,12.0,50.0,83.0,45.0,37.0,69.0,103.0,2.0,1.0,0.0,10.0,4.0,6.0,6.0,12.0,3.0,3.0,12.0,19.0,12.0,8.0,38.0,32.0
1918,12,48152554,48153146,0.02,18.0,8.0,45.0,22.0,6.0,11.0,35.0,24.0,39.0,27.0,113.0,62.0,30.0,30.0,49.0,72.0,5.0,5.0,9.0,6.0,6.0,7.0,4.0,11.0,17.0,7.0,34.0,26.0,9.0,13.0,29.0,18.0
1919,12,48166997,48167578,0.003,3.0,7.0,18.0,24.0,5.0,10.0,33.0,36.0,17.0,22.0,76.0,91.0,27.0,45.0,80.0,86.0,0.0,1.0,1.0,5.0,0.0,3.0,11.0,7.0,11.0,7.0,7.0,44.0,8.0,11.0,30.0,21.0
1920,12,48206721,48207126,0.01,17.0,7.0,21.0,20.0,6.0,13.0,23.0,24.0,13.0,14.0,39.0,47.0,29.0,32.0,31.0,68.0,3.0,1.0,3.0,4.0,10.0,5.0,3.0,4.0,1.0,10.0,3.0,19.0,3.0,7.0,15.0,13.0
1921,12,48298645,48299537,0.016,24.0,26.0,46.0,44.0,20.0,32.0,50.0,61.0,43.0,38.0,73.0,91.0,53.0,67.0,77.0,146.0,4.0,5.0,9.0,7.0,8.0,6.0,3.0,16.0,17.0,5.0,7.0,31.0,14.0,20.0,31.0,30.0
1922,12,48357195,48357507,0.003,8.0,3.0,23.0,10.0,5.0,7.0,18.0,16.0,22.0,13.0,34.0,48.0,9.0,23.0,43.0,29.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,3.0,16.0,4.0,4.0,14.0,1.0,6.0,33.0,8.0
1923,12,48395368,48395933,-1.0,30.0,20.0,42.0,26.0,15.0,23.0,34.0,27.0,40.0,22.0,73.0,57.0,33.0,34.0,44.0,44.0,4.0,9.0,4.0,3.0,3.0,7.0,4.0,3.0,1.0,2.0,15.0,15.0,13.0,16.0,17.0,9.0
1924,12,48397889,48398731,0.712,26.0,11.0,73.0,31.0,10.0,14.0,38.0,28.0,63.0,19.0,125.0,111.0,42.0,46.0,83.0,121.0,4.0,1.0,12.0,6.0,2.0,1.0,6.0,4.0,17.0,10.0,26.0,33.0,19.0,6.0,67.0,31.0
1925,12,48399168,48399372,0.597,2.0,3.0,17.0,5.0,2.0,8.0,12.0,12.0,13.0,10.0,27.0,22.0,10.0,13.0,17.0,30.0,0.0,1.0,1.0,3.0,2.0,0.0,3.0,5.0,2.0,6.0,5.0,3.0,0.0,4.0,18.0,10.0
1926,12,48499463,48500232,0.0,35.0,10.0,57.0,35.0,16.0,41.0,31.0,46.0,45.0,32.0,95.0,75.0,41.0,51.0,65.0,93.0,2.0,2.0,11.0,5.0,3.0,11.0,7.0,17.0,7.0,11.0,14.0,34.0,4.0,20.0,26.0,24.0
1927,12,48550824,48551518,0.002,32.0,11.0,57.0,34.0,20.0,30.0,37.0,37.0,42.0,30.0,80.0,74.0,40.0,53.0,53.0,63.0,4.0,2.0,8.0,3.0,13.0,11.0,14.0,9.0,9.0,6.0,23.0,26.0,14.0,17.0,18.0,25.0
1928,12,48723323,48723876,0.915,37.0,3.0,77.0,25.0,5.0,3.0,9.0,13.0,57.0,11.0,70.0,72.0,43.0,13.0,55.0,59.0,13.0,1.0,16.0,2.0,7.0,0.0,0.0,2.0,20.0,5.0,13.0,15.0,11.0,1.0,35.0,15.0
1929,12,48744318,48745099,0.003,16.0,9.0,58.0,31.0,7.0,15.0,36.0,32.0,56.0,23.0,130.0,97.0,35.0,43.0,83.0,109.0,2.0,0.0,4.0,6.0,4.0,1.0,5.0,7.0,15.0,2.0,20.0,26.0,22.0,16.0,27.0,14.0
1930,12,48921774,48922129,0.85,12.0,12.0,23.0,17.0,5.0,8.0,18.0,21.0,23.0,9.0,31.0,42.0,24.0,23.0,34.0,52.0,1.0,4.0,8.0,3.0,1.0,3.0,3.0,6.0,5.0,1.0,11.0,8.0,3.0,4.0,33.0,21.0
1931,12,49075489,49076301,0.005,32.0,19.0,63.0,42.0,20.0,31.0,46.0,49.0,52.0,29.0,62.0,93.0,52.0,67.0,66.0,88.0,15.0,9.0,17.0,11.0,3.0,6.0,15.0,13.0,7.0,4.0,21.0,34.0,19.0,15.0,22.0,41.0
1932,12,49110055,49110881,0.0,50.0,24.0,56.0,48.0,27.0,47.0,43.0,46.0,52.0,37.0,66.0,75.0,49.0,55.0,66.0,84.0,3.0,4.0,20.0,9.0,16.0,5.0,4.0,17.0,25.0,19.0,15.0,15.0,17.0,26.0,39.0,25.0
1933,12,49182421,49182658,0.006,8.0,3.0,13.0,15.0,1.0,6.0,10.0,15.0,16.0,7.0,27.0,24.0,14.0,16.0,25.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0
1934,12,49212162,49212642,0.004,0.0,6.0,18.0,7.0,5.0,18.0,24.0,47.0,12.0,22.0,67.0,57.0,14.0,48.0,50.0,84.0,0.0,0.0,3.0,0.0,5.0,6.0,3.0,9.0,10.0,2.0,14.0,22.0,0.0,18.0,7.0,19.0
1935,12,49245656,49246173,0.007,17.0,10.0,31.0,25.0,7.0,26.0,28.0,31.0,29.0,21.0,50.0,52.0,30.0,35.0,44.0,80.0,2.0,0.0,4.0,6.0,1.0,5.0,3.0,6.0,9.0,6.0,17.0,23.0,7.0,17.0,31.0,28.0
1936,12,49318486,49319476,0.943,32.0,14.0,79.0,57.0,18.0,30.0,39.0,70.0,57.0,43.0,108.0,92.0,75.0,70.0,75.0,130.0,10.0,6.0,16.0,9.0,2.0,4.0,12.0,11.0,12.0,5.0,19.0,46.0,27.0,11.0,61.0,29.0
1937,12,49350839,49351387,0.0,10.0,10.0,29.0,25.0,9.0,12.0,26.0,42.0,23.0,12.0,39.0,69.0,32.0,55.0,50.0,104.0,4.0,3.0,12.0,5.0,1.0,2.0,7.0,16.0,10.0,7.0,6.0,27.0,7.0,25.0,28.0,19.0
1938,12,49363664,49364443,-1.0,22.0,12.0,59.0,37.0,7.0,18.0,39.0,43.0,48.0,27.0,97.0,99.0,53.0,50.0,77.0,90.0,3.0,4.0,2.0,5.0,2.0,3.0,8.0,20.0,11.0,3.0,24.0,34.0,28.0,17.0,45.0,27.0
1939,12,49393139,49393361,0.757,2.0,8.0,4.0,14.0,5.0,3.0,25.0,7.0,10.0,13.0,22.0,27.0,11.0,16.0,22.0,32.0,1.0,1.0,0.0,4.0,3.0,0.0,9.0,1.0,3.0,2.0,6.0,11.0,7.0,2.0,12.0,11.0
1940,12,49412299,49412756,0.004,14.0,7.0,26.0,26.0,7.0,18.0,17.0,27.0,24.0,17.0,62.0,47.0,28.0,27.0,46.0,63.0,2.0,0.0,3.0,5.0,1.0,4.0,3.0,6.0,6.0,2.0,8.0,17.0,28.0,24.0,9.0,13.0
1941,12,49463441,49463989,0.001,33.0,9.0,48.0,27.0,12.0,11.0,28.0,21.0,35.0,22.0,63.0,70.0,37.0,30.0,52.0,49.0,5.0,2.0,12.0,5.0,4.0,4.0,4.0,3.0,4.0,7.0,18.0,17.0,13.0,8.0,18.0,17.0
1942,12,49483601,49484255,0.845,26.0,8.0,52.0,31.0,8.0,15.0,24.0,34.0,26.0,31.0,54.0,98.0,57.0,27.0,80.0,82.0,6.0,0.0,5.0,2.0,0.0,5.0,8.0,6.0,8.0,5.0,10.0,23.0,9.0,5.0,53.0,17.0
1943,12,49485766,49485977,0.759,13.0,6.0,18.0,6.0,4.0,6.0,6.0,11.0,15.0,5.0,24.0,24.0,11.0,10.0,21.0,30.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,3.0,2.0,2.0,3.0,13.0,3.0,4.0,9.0,2.0
1944,12,49487963,49488202,0.902,4.0,6.0,16.0,8.0,6.0,9.0,14.0,17.0,10.0,12.0,26.0,29.0,14.0,19.0,22.0,26.0,0.0,1.0,2.0,2.0,1.0,2.0,5.0,8.0,4.0,1.0,9.0,10.0,4.0,9.0,23.0,19.0
1945,12,49504035,49504642,0.006,21.0,13.0,36.0,35.0,15.0,23.0,23.0,47.0,31.0,21.0,64.0,59.0,38.0,51.0,53.0,76.0,7.0,0.0,8.0,4.0,3.0,5.0,2.0,18.0,7.0,5.0,16.0,21.0,10.0,24.0,14.0,36.0
1946,12,49582096,49582881,0.004,48.0,14.0,51.0,48.0,17.0,34.0,37.0,40.0,46.0,25.0,61.0,83.0,50.0,55.0,67.0,108.0,13.0,9.0,9.0,21.0,10.0,16.0,13.0,13.0,11.0,4.0,14.0,21.0,16.0,23.0,15.0,31.0
1947,12,498098,498920,0.001,46.0,16.0,48.0,39.0,13.0,55.0,45.0,54.0,47.0,40.0,85.0,76.0,43.0,56.0,71.0,87.0,13.0,3.0,13.0,105.0,9.0,9.0,8.0,16.0,7.0,13.0,26.0,18.0,23.0,19.0,19.0,32.0
1948,12,49628287,49628521,0.009,2.0,3.0,13.0,7.0,3.0,6.0,11.0,12.0,7.0,8.0,19.0,41.0,13.0,15.0,33.0,40.0,0.0,0.0,1.0,0.0,1.0,2.0,5.0,6.0,0.0,1.0,1.0,10.0,2.0,5.0,5.0,13.0
1949,12,49658246,49659175,0.002,16.0,7.0,43.0,37.0,13.0,43.0,41.0,70.0,36.0,38.0,128.0,92.0,38.0,79.0,83.0,164.0,4.0,1.0,6.0,18.0,1.0,17.0,9.0,18.0,16.0,11.0,20.0,15.0,13.0,17.0,33.0,47.0
1950,12,49716630,49717018,0.001,12.0,11.0,16.0,14.0,6.0,22.0,19.0,33.0,19.0,15.0,35.0,41.0,16.0,32.0,41.0,55.0,3.0,5.0,2.0,5.0,1.0,7.0,2.0,13.0,2.0,2.0,5.0,19.0,3.0,8.0,20.0,12.0
1951,12,49726591,49727114,0.925,15.0,10.0,35.0,17.0,8.0,15.0,40.0,32.0,34.0,35.0,81.0,52.0,20.0,35.0,47.0,46.0,7.0,1.0,8.0,4.0,5.0,4.0,13.0,7.0,5.0,14.0,21.0,16.0,4.0,9.0,44.0,24.0
1952,12,49760221,49761127,0.005,33.0,13.0,55.0,35.0,14.0,36.0,35.0,66.0,63.0,40.0,86.0,107.0,26.0,62.0,121.0,113.0,7.0,3.0,16.0,7.0,8.0,9.0,9.0,17.0,18.0,16.0,14.0,32.0,16.0,21.0,48.0,40.0
1953,12,49942786,49943435,0.862,10.0,16.0,36.0,39.0,10.0,16.0,34.0,41.0,30.0,26.0,67.0,78.0,51.0,43.0,65.0,86.0,3.0,3.0,5.0,6.0,0.0,0.0,9.0,25.0,4.0,7.0,18.0,42.0,24.0,14.0,24.0,46.0
1954,12,49961630,49962219,0.001,39.0,21.0,36.0,33.0,23.0,36.0,24.0,33.0,34.0,27.0,77.0,45.0,33.0,32.0,47.0,48.0,13.0,5.0,7.0,5.0,9.0,11.0,6.0,10.0,4.0,7.0,15.0,18.0,10.0,3.0,21.0,12.0
1955,12,50016973,50017466,0.022,8.0,4.0,27.0,20.0,3.0,4.0,23.0,15.0,25.0,14.0,97.0,73.0,23.0,23.0,63.0,70.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,15.0,10.0,3.0,0.0,13.0,15.0
1956,12,50185596,50185826,0.83,4.0,1.0,16.0,9.0,3.0,3.0,16.0,15.0,13.0,13.0,35.0,23.0,10.0,20.0,18.0,30.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,5.0,4.0,0.0,9.0,6.0,0.0,10.0,37.0,11.0
1957,12,50188655,50188961,0.891,2.0,4.0,18.0,5.0,3.0,20.0,25.0,24.0,11.0,12.0,32.0,41.0,13.0,36.0,22.0,37.0,0.0,1.0,7.0,0.0,0.0,3.0,3.0,7.0,2.0,1.0,12.0,15.0,4.0,21.0,22.0,15.0
1958,12,50236638,50236975,0.006,18.0,7.0,23.0,14.0,5.0,10.0,15.0,24.0,22.0,17.0,41.0,35.0,17.0,20.0,37.0,31.0,8.0,4.0,3.0,2.0,2.0,3.0,3.0,8.0,7.0,2.0,11.0,18.0,17.0,5.0,10.0,7.0
1959,12,50297580,50297988,0.789,9.0,6.0,26.0,16.0,5.0,7.0,20.0,19.0,28.0,14.0,56.0,51.0,15.0,24.0,48.0,63.0,0.0,1.0,3.0,0.0,1.0,0.0,7.0,0.0,4.0,2.0,4.0,3.0,1.0,2.0,10.0,9.0
1960,12,50349079,50349525,0.892,7.0,3.0,34.0,15.0,5.0,7.0,31.0,22.0,27.0,22.0,53.0,60.0,20.0,33.0,45.0,61.0,9.0,1.0,5.0,2.0,9.0,2.0,6.0,8.0,8.0,4.0,7.0,29.0,10.0,11.0,26.0,22.0
1961,12,50361367,50361652,0.212,3.0,6.0,14.0,19.0,0.0,8.0,21.0,23.0,7.0,22.0,26.0,32.0,32.0,16.0,27.0,28.0,1.0,2.0,6.0,7.0,0.0,0.0,4.0,5.0,4.0,6.0,4.0,5.0,10.0,1.0,9.0,12.0
1962,12,50418935,50419400,0.004,22.0,9.0,24.0,39.0,5.0,14.0,20.0,29.0,23.0,15.0,27.0,46.0,44.0,30.0,41.0,76.0,8.0,0.0,5.0,10.0,5.0,3.0,3.0,3.0,10.0,11.0,4.0,17.0,10.0,15.0,21.0,17.0
1963,12,50426552,50426918,0.768,5.0,10.0,16.0,14.0,4.0,9.0,24.0,24.0,20.0,18.0,47.0,43.0,16.0,24.0,42.0,49.0,2.0,1.0,3.0,3.0,0.0,10.0,4.0,3.0,4.0,4.0,6.0,6.0,7.0,6.0,14.0,13.0
1964,12,50451197,50451943,0.124,6.0,12.0,50.0,27.0,5.0,8.0,28.0,38.0,52.0,10.0,110.0,110.0,32.0,49.0,95.0,113.0,0.0,5.0,0.0,3.0,0.0,0.0,3.0,5.0,7.0,2.0,19.0,22.0,3.0,12.0,20.0,16.0
1965,12,50478886,50479329,0.002,7.0,9.0,18.0,6.0,7.0,16.0,22.0,33.0,15.0,17.0,80.0,60.0,11.0,36.0,53.0,52.0,0.0,0.0,2.0,0.0,1.0,3.0,3.0,6.0,5.0,3.0,18.0,12.0,4.0,9.0,11.0,10.0
1966,12,50560726,50561386,0.007,13.0,8.0,35.0,30.0,6.0,15.0,17.0,45.0,21.0,11.0,64.0,90.0,46.0,49.0,71.0,138.0,1.0,0.0,4.0,4.0,1.0,11.0,2.0,19.0,4.0,2.0,20.0,30.0,18.0,14.0,28.0,45.0
1967,12,50794549,50794920,0.002,9.0,8.0,31.0,13.0,8.0,24.0,27.0,17.0,27.0,25.0,52.0,36.0,17.0,19.0,31.0,26.0,5.0,5.0,4.0,2.0,0.0,9.0,8.0,2.0,8.0,10.0,6.0,14.0,12.0,7.0,11.0,4.0
1968,12,50898621,50899164,0.004,6.0,7.0,32.0,10.0,7.0,11.0,43.0,29.0,33.0,33.0,94.0,75.0,9.0,39.0,67.0,47.0,1.0,0.0,8.0,2.0,0.0,0.0,54.0,4.0,6.0,6.0,24.0,15.0,0.0,7.0,24.0,10.0
1969,12,51419640,51420347,0.003,9.0,14.0,39.0,35.0,7.0,14.0,36.0,37.0,40.0,17.0,74.0,90.0,41.0,49.0,73.0,131.0,1.0,6.0,7.0,9.0,1.0,5.0,4.0,14.0,13.0,2.0,19.0,17.0,21.0,19.0,19.0,37.0
1970,12,51441598,51442187,0.0,31.0,10.0,36.0,34.0,14.0,19.0,35.0,45.0,29.0,25.0,54.0,57.0,37.0,59.0,41.0,62.0,6.0,2.0,13.0,8.0,1.0,3.0,6.0,13.0,8.0,4.0,14.0,14.0,17.0,23.0,10.0,25.0
1971,12,51476859,51477552,0.004,16.0,11.0,43.0,29.0,10.0,9.0,21.0,41.0,37.0,17.0,81.0,90.0,36.0,44.0,81.0,126.0,0.0,3.0,5.0,11.0,4.0,1.0,7.0,9.0,7.0,2.0,36.0,18.0,13.0,11.0,30.0,41.0
1972,12,51566680,51567072,0.01,21.0,12.0,22.0,22.0,9.0,13.0,16.0,32.0,21.0,20.0,28.0,34.0,26.0,25.0,38.0,52.0,3.0,1.0,8.0,9.0,1.0,2.0,4.0,3.0,1.0,3.0,4.0,14.0,15.0,9.0,9.0,22.0
1973,12,51610892,51611724,0.016,28.0,17.0,48.0,28.0,17.0,25.0,28.0,43.0,33.0,30.0,121.0,96.0,43.0,41.0,84.0,149.0,7.0,1.0,3.0,6.0,7.0,11.0,1.0,5.0,4.0,5.0,11.0,22.0,16.0,10.0,23.0,30.0
1974,12,51632489,51633162,0.008,30.0,15.0,45.0,34.0,12.0,25.0,37.0,30.0,45.0,26.0,91.0,77.0,37.0,38.0,67.0,63.0,4.0,3.0,1.0,9.0,0.0,3.0,3.0,6.0,6.0,9.0,23.0,21.0,18.0,15.0,24.0,11.0
1975,12,51785279,51785821,-1.0,17.0,6.0,39.0,14.0,4.0,11.0,22.0,27.0,32.0,18.0,90.0,72.0,23.0,29.0,62.0,75.0,19.0,1.0,9.0,6.0,1.0,6.0,3.0,18.0,5.0,2.0,30.0,18.0,12.0,9.0,34.0,22.0
1976,12,51818460,51819166,0.004,6.0,13.0,38.0,18.0,7.0,25.0,43.0,48.0,37.0,28.0,97.0,86.0,25.0,57.0,71.0,106.0,0.0,2.0,6.0,3.0,1.0,5.0,3.0,12.0,8.0,1.0,19.0,12.0,2.0,13.0,25.0,32.0
1977,12,51984474,51985284,0.001,5.0,7.0,45.0,10.0,8.0,16.0,26.0,41.0,24.0,25.0,150.0,151.0,30.0,43.0,130.0,98.0,1.0,1.0,2.0,1.0,4.0,0.0,2.0,8.0,1.0,1.0,16.0,20.0,6.0,5.0,22.0,9.0
1978,12,52115410,52115679,0.897,4.0,7.0,21.0,13.0,3.0,4.0,9.0,17.0,17.0,8.0,29.0,38.0,21.0,14.0,34.0,29.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0,8.0,2.0,2.0,8.0,4.0,2.0,2.0,58.0,6.0
1979,12,52207896,52208873,0.677,20.0,9.0,69.0,43.0,5.0,7.0,37.0,44.0,60.0,33.0,153.0,140.0,56.0,44.0,128.0,128.0,2.0,2.0,5.0,10.0,1.0,0.0,8.0,13.0,7.0,5.0,40.0,16.0,12.0,18.0,31.0,38.0
1980,12,52257744,52258128,0.685,14.0,12.0,27.0,12.0,6.0,16.0,23.0,20.0,22.0,12.0,36.0,41.0,23.0,25.0,26.0,68.0,11.0,3.0,8.0,1.0,2.0,3.0,3.0,8.0,4.0,3.0,18.0,8.0,12.0,12.0,10.0,35.0
1981,12,52262627,52263215,0.792,15.0,11.0,42.0,25.0,7.0,6.0,28.0,41.0,38.0,23.0,69.0,65.0,33.0,42.0,57.0,85.0,4.0,2.0,4.0,2.0,0.0,2.0,3.0,22.0,10.0,13.0,11.0,19.0,13.0,17.0,49.0,22.0
1982,12,52300801,52301583,0.758,12.0,9.0,54.0,27.0,9.0,14.0,37.0,36.0,45.0,33.0,115.0,92.0,36.0,40.0,80.0,142.0,10.0,2.0,8.0,2.0,1.0,3.0,5.0,6.0,12.0,9.0,21.0,19.0,15.0,7.0,41.0,29.0
1983,12,52345531,52345903,0.002,3.0,5.0,25.0,10.0,2.0,8.0,13.0,26.0,22.0,14.0,67.0,42.0,16.0,22.0,41.0,55.0,1.0,0.0,7.0,4.0,0.0,3.0,8.0,5.0,6.0,6.0,11.0,11.0,1.0,8.0,32.0,31.0
1984,12,52417018,52417703,0.037,9.0,5.0,34.0,27.0,6.0,8.0,38.0,47.0,24.0,25.0,81.0,89.0,36.0,61.0,67.0,127.0,1.0,1.0,2.0,2.0,3.0,3.0,13.0,7.0,12.0,3.0,22.0,19.0,12.0,18.0,28.0,31.0
1985,12,52444553,52445421,0.068,22.0,15.0,63.0,28.0,19.0,23.0,43.0,44.0,50.0,36.0,125.0,106.0,37.0,55.0,87.0,114.0,4.0,3.0,12.0,6.0,6.0,4.0,14.0,9.0,9.0,7.0,34.0,41.0,14.0,22.0,53.0,44.0
1986,12,52463348,52464202,0.006,18.0,21.0,53.0,31.0,17.0,32.0,64.0,57.0,53.0,59.0,113.0,81.0,35.0,58.0,77.0,84.0,8.0,5.0,15.0,9.0,6.0,9.0,10.0,23.0,19.0,15.0,36.0,18.0,5.0,37.0,47.0,20.0
1987,12,52473350,52474178,0.953,11.0,8.0,61.0,25.0,13.0,17.0,51.0,45.0,43.0,40.0,109.0,117.0,38.0,61.0,89.0,99.0,2.0,1.0,11.0,5.0,3.0,6.0,5.0,8.0,3.0,15.0,37.0,24.0,6.0,20.0,35.0,13.0
1988,12,52626793,52627577,0.973,16.0,14.0,49.0,27.0,11.0,17.0,40.0,53.0,35.0,24.0,83.0,108.0,44.0,66.0,79.0,117.0,3.0,2.0,5.0,2.0,3.0,6.0,11.0,6.0,5.0,10.0,14.0,36.0,14.0,18.0,50.0,18.0
1989,12,52652018,52652743,0.929,14.0,13.0,49.0,20.0,10.0,16.0,48.0,27.0,42.0,40.0,104.0,103.0,30.0,32.0,89.0,87.0,3.0,5.0,5.0,3.0,6.0,0.0,14.0,4.0,16.0,5.0,11.0,31.0,6.0,10.0,63.0,19.0
1990,12,52701962,52702560,0.856,13.0,4.0,34.0,20.0,11.0,9.0,35.0,48.0,14.0,35.0,57.0,82.0,33.0,55.0,63.0,84.0,0.0,1.0,3.0,5.0,2.0,3.0,6.0,4.0,8.0,8.0,12.0,25.0,5.0,9.0,40.0,33.0
1991,12,52994772,52995312,0.792,18.0,10.0,41.0,19.0,2.0,15.0,35.0,22.0,37.0,15.0,67.0,75.0,31.0,34.0,52.0,66.0,7.0,4.0,7.0,6.0,0.0,4.0,9.0,8.0,23.0,1.0,19.0,30.0,16.0,18.0,31.0,19.0
1992,12,53107912,53108471,0.032,11.0,4.0,45.0,16.0,4.0,13.0,26.0,30.0,31.0,22.0,81.0,76.0,30.0,34.0,59.0,76.0,1.0,0.0,7.0,1.0,0.0,5.0,7.0,1.0,2.0,7.0,13.0,21.0,11.0,15.0,26.0,25.0
1993,12,53183713,53183931,-1.0,3.0,8.0,15.0,5.0,4.0,7.0,26.0,4.0,19.0,9.0,38.0,28.0,5.0,17.0,16.0,13.0,0.0,1.0,5.0,0.0,1.0,2.0,4.0,1.0,7.0,6.0,19.0,7.0,1.0,4.0,4.0,3.0
1994,12,53267859,53268290,0.006,5.0,3.0,32.0,13.0,4.0,5.0,20.0,27.0,28.0,13.0,61.0,55.0,16.0,35.0,45.0,68.0,0.0,1.0,2.0,1.0,1.0,4.0,1.0,5.0,3.0,0.0,6.0,12.0,2.0,6.0,8.0,27.0
1995,12,53297442,53297824,0.028,10.0,7.0,21.0,27.0,5.0,8.0,17.0,14.0,23.0,9.0,44.0,41.0,27.0,20.0,36.0,72.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,7.0,1.0,1.0,9.0,9.0
1996,12,53342805,53343162,0.016,5.0,7.0,16.0,14.0,6.0,7.0,14.0,35.0,8.0,15.0,47.0,44.0,23.0,33.0,38.0,44.0,5.0,1.0,2.0,2.0,2.0,1.0,9.0,14.0,2.0,7.0,12.0,7.0,3.0,14.0,23.0,10.0
1997,12,53440579,53440840,0.004,1.0,1.0,7.0,7.0,4.0,14.0,16.0,41.0,2.0,21.0,10.0,21.0,9.0,39.0,22.0,45.0,0.0,0.0,1.0,1.0,0.0,5.0,2.0,3.0,0.0,1.0,4.0,2.0,1.0,2.0,20.0,10.0
1998,12,53441384,53441706,0.004,3.0,5.0,17.0,17.0,2.0,11.0,13.0,20.0,12.0,6.0,34.0,43.0,25.0,24.0,32.0,57.0,0.0,3.0,4.0,0.0,0.0,0.0,2.0,2.0,8.0,0.0,6.0,16.0,14.0,4.0,16.0,10.0
1999,12,53448008,53448406,0.908,8.0,12.0,29.0,17.0,6.0,5.0,26.0,16.0,29.0,14.0,61.0,48.0,23.0,22.0,37.0,44.0,0.0,2.0,2.0,1.0,1.0,3.0,3.0,4.0,5.0,0.0,11.0,11.0,1.0,6.0,34.0,22.0
2000,12,53472814,53473491,0.006,14.0,11.0,46.0,33.0,8.0,8.0,32.0,36.0,36.0,21.0,85.0,82.0,46.0,44.0,62.0,112.0,2.0,3.0,9.0,7.0,10.0,1.0,8.0,9.0,5.0,3.0,12.0,13.0,16.0,14.0,29.0,59.0
2001,12,53491572,53491955,0.007,5.0,2.0,28.0,10.0,2.0,9.0,29.0,14.0,22.0,17.0,61.0,54.0,16.0,26.0,37.0,50.0,1.0,0.0,9.0,7.0,1.0,2.0,6.0,4.0,8.0,2.0,11.0,7.0,4.0,8.0,22.0,39.0
