,chr,start,end,SKHEP1_LIVER,AA_x,AT_x,AG_x,AC_x,TA_x,TT_x,TG_x,TC_x,GA_x,GT_x,GG_x,GC_x,CA_x,CT_x,CG_x,CC_x,AA_y,AT_y,AG_y,AC_y,TA_y,TT_y,TG_y,TC_y,GA_y,GT_y,GG_y,GC_y,CA_y,CT_y,CG_y,CC_y
1645,12,122984995,122985644,0.003,28.0,14.0,40.0,29.0,11.0,22.0,32.0,44.0,45.0,22.0,67.0,74.0,27.0,51.0,70.0,72.0,6.0,3.0,6.0,7.0,3.0,10.0,12.0,7.0,42.0,8.0,55.0,109.0,6.0,21.0,25.0,36.0
1646,12,123011261,123011765,0.017,41.0,17.0,37.0,29.0,20.0,27.0,18.0,30.0,32.0,24.0,51.0,42.0,31.0,27.0,44.0,33.0,15.0,1.0,14.0,12.0,7.0,6.0,6.0,5.0,13.0,19.0,58.0,20.0,9.0,13.0,9.0,10.0
1647,12,123236994,123237664,0.004,17.0,21.0,37.0,26.0,10.0,24.0,36.0,54.0,39.0,27.0,75.0,74.0,35.0,52.0,68.0,74.0,1.0,1.0,8.0,16.0,2.0,6.0,12.0,32.0,22.0,6.0,40.0,85.0,16.0,29.0,23.0,26.0
1648,12,123351641,123351918,0.978,12.0,7.0,16.0,14.0,5.0,1.0,21.0,8.0,21.0,14.0,65.0,26.0,11.0,13.0,25.0,17.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,3.0,2.0,4.0,25.0,10.0,1.0,3.0,8.0,8.0
1649,12,123380333,123380894,0.0,13.0,10.0,30.0,28.0,6.0,12.0,22.0,43.0,28.0,25.0,52.0,69.0,34.0,36.0,71.0,81.0,3.0,2.0,4.0,8.0,1.0,3.0,11.0,9.0,5.0,4.0,68.0,114.0,27.0,17.0,52.0,71.0
1650,12,123450868,123451207,-1.0,3.0,3.0,20.0,10.0,0.0,7.0,21.0,20.0,23.0,10.0,72.0,43.0,10.0,28.0,36.0,32.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,2.0,4.0,10.0,65.0,26.0,5.0,4.0,16.0,7.0
1651,12,123459151,123460032,0.0,33.0,13.0,57.0,44.0,21.0,37.0,57.0,53.0,54.0,54.0,104.0,84.0,39.0,64.0,79.0,87.0,7.0,8.0,19.0,9.0,4.0,7.0,26.0,35.0,26.0,33.0,134.0,54.0,28.0,32.0,29.0,57.0
1652,12,123470553,123471102,0.966,7.0,13.0,26.0,20.0,7.0,8.0,54.0,20.0,16.0,27.0,63.0,90.0,36.0,41.0,54.0,66.0,2.0,10.0,8.0,9.0,1.0,3.0,26.0,3.0,8.0,11.0,43.0,133.0,8.0,22.0,43.0,33.0
1653,12,123481890,123482117,0.993,3.0,6.0,18.0,9.0,4.0,5.0,19.0,9.0,10.0,16.0,33.0,30.0,19.0,10.0,20.0,15.0,0.0,1.0,1.0,1.0,1.0,5.0,7.0,5.0,5.0,8.0,11.0,76.0,10.0,4.0,11.0,5.0
1654,12,123754049,123754373,-1.0,10.0,4.0,30.0,12.0,1.0,6.0,18.0,11.0,20.0,8.0,59.0,46.0,25.0,18.0,27.0,28.0,0.0,1.0,12.0,1.0,1.0,0.0,1.0,1.0,10.0,0.0,170.0,27.0,4.0,6.0,23.0,7.0
1655,12,123873794,123874597,0.022,14.0,8.0,37.0,29.0,7.0,17.0,40.0,35.0,39.0,29.0,115.0,113.0,28.0,45.0,105.0,141.0,1.0,0.0,6.0,15.0,0.0,11.0,12.0,22.0,14.0,10.0,69.0,72.0,9.0,25.0,34.0,32.0
1656,12,123920582,123921462,0.0,31.0,14.0,57.0,38.0,7.0,32.0,41.0,71.0,43.0,33.0,93.0,89.0,59.0,72.0,68.0,131.0,6.0,5.0,12.0,20.0,2.0,11.0,9.0,18.0,27.0,5.0,143.0,82.0,29.0,25.0,25.0,65.0
1657,12,123942639,123943001,0.0,17.0,7.0,34.0,8.0,3.0,11.0,30.0,12.0,35.0,17.0,54.0,43.0,11.0,21.0,32.0,26.0,1.0,2.0,11.0,1.0,0.0,2.0,4.0,13.0,17.0,4.0,28.0,18.0,0.0,2.0,16.0,8.0
1658,12,124068935,124069699,0.007,14.0,13.0,38.0,23.0,6.0,37.0,59.0,46.0,36.0,37.0,107.0,98.0,32.0,61.0,75.0,81.0,1.0,2.0,7.0,6.0,0.0,30.0,19.0,6.0,19.0,13.0,56.0,83.0,8.0,35.0,44.0,52.0
1659,12,124086217,124087015,0.003,16.0,13.0,52.0,30.0,7.0,17.0,56.0,41.0,47.0,34.0,97.0,106.0,41.0,57.0,80.0,103.0,7.0,1.0,12.0,9.0,5.0,6.0,16.0,12.0,57.0,9.0,172.0,90.0,16.0,43.0,43.0,56.0
1660,12,124118097,124118479,0.0,1.0,4.0,17.0,27.0,3.0,13.0,23.0,27.0,20.0,15.0,37.0,47.0,25.0,34.0,43.0,45.0,0.0,4.0,3.0,21.0,0.0,4.0,4.0,9.0,10.0,5.0,49.0,34.0,4.0,18.0,12.0,20.0
1661,12,124155578,124156171,0.004,15.0,11.0,29.0,20.0,10.0,37.0,45.0,42.0,24.0,36.0,76.0,61.0,26.0,50.0,48.0,62.0,5.0,5.0,8.0,3.0,4.0,6.0,17.0,18.0,4.0,13.0,106.0,59.0,8.0,30.0,18.0,12.0
1662,12,12419679,12420541,0.006,23.0,15.0,50.0,31.0,11.0,41.0,37.0,59.0,44.0,32.0,102.0,112.0,41.0,60.0,102.0,101.0,11.0,3.0,13.0,14.0,3.0,18.0,5.0,21.0,9.0,2.0,290.0,72.0,12.0,33.0,48.0,42.0
1663,12,124196646,124197507,0.012,15.0,12.0,54.0,29.0,7.0,15.0,48.0,49.0,45.0,44.0,124.0,120.0,43.0,48.0,108.0,99.0,4.0,1.0,9.0,15.0,1.0,6.0,17.0,6.0,19.0,13.0,97.0,94.0,9.0,26.0,57.0,38.0
1664,12,124246524,124247254,0.178,5.0,13.0,32.0,25.0,6.0,17.0,41.0,41.0,33.0,25.0,108.0,110.0,31.0,50.0,96.0,96.0,0.0,2.0,3.0,5.0,2.0,4.0,15.0,8.0,9.0,9.0,112.0,63.0,18.0,18.0,29.0,44.0
1665,12,124780105,124780306,-1.0,4.0,1.0,13.0,10.0,2.0,0.0,7.0,11.0,11.0,5.0,27.0,29.0,11.0,14.0,26.0,29.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,52.0,21.0,4.0,2.0,6.0,7.0
1666,12,124788559,124788884,0.98,7.0,7.0,22.0,14.0,4.0,14.0,21.0,24.0,18.0,14.0,31.0,35.0,21.0,28.0,25.0,39.0,1.0,3.0,6.0,7.0,1.0,5.0,10.0,8.0,8.0,6.0,27.0,23.0,6.0,16.0,22.0,28.0
1667,12,124798796,124799224,0.969,7.0,6.0,32.0,27.0,3.0,7.0,28.0,13.0,25.0,9.0,50.0,58.0,37.0,29.0,33.0,63.0,2.0,1.0,9.0,6.0,0.0,2.0,2.0,3.0,6.0,0.0,80.0,124.0,7.0,13.0,9.0,19.0
1668,12,124808972,124809176,0.988,10.0,9.0,14.0,15.0,5.0,9.0,14.0,8.0,17.0,9.0,18.0,16.0,16.0,9.0,15.0,19.0,1.0,2.0,0.0,2.0,0.0,1.0,5.0,2.0,7.0,2.0,46.0,75.0,9.0,4.0,7.0,7.0
1669,12,124809316,124810144,0.984,22.0,16.0,56.0,27.0,9.0,29.0,68.0,44.0,45.0,47.0,121.0,87.0,45.0,58.0,56.0,97.0,10.0,3.0,12.0,7.0,5.0,6.0,20.0,11.0,6.0,20.0,128.0,70.0,17.0,18.0,31.0,30.0
1670,12,124810739,124810977,0.985,3.0,2.0,18.0,13.0,1.0,9.0,18.0,10.0,18.0,12.0,36.0,24.0,14.0,15.0,19.0,25.0,1.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,16.0,7.0,32.0,5.0,5.0,1.0,22.0,10.0
1671,12,124821019,124821593,0.98,38.0,15.0,40.0,20.0,11.0,24.0,35.0,28.0,38.0,32.0,92.0,56.0,26.0,27.0,52.0,39.0,7.0,5.0,11.0,4.0,3.0,4.0,14.0,23.0,22.0,9.0,206.0,26.0,3.0,11.0,59.0,39.0
1672,12,124829153,124829490,0.984,6.0,6.0,18.0,12.0,5.0,8.0,23.0,21.0,12.0,25.0,50.0,42.0,19.0,18.0,39.0,32.0,1.0,1.0,1.0,2.0,5.0,1.0,3.0,3.0,2.0,17.0,20.0,129.0,4.0,2.0,14.0,17.0
1673,12,124831133,124831430,0.982,0.0,5.0,19.0,9.0,4.0,7.0,16.0,21.0,12.0,14.0,45.0,36.0,17.0,22.0,28.0,41.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,4.0,1.0,5.0,84.0,23.0,8.0,8.0,27.0,56.0
1674,12,124856556,124856801,0.95,0.0,1.0,6.0,7.0,1.0,10.0,18.0,28.0,4.0,11.0,20.0,31.0,9.0,35.0,23.0,40.0,0.0,0.0,1.0,3.0,0.0,5.0,5.0,9.0,2.0,4.0,15.0,13.0,2.0,7.0,23.0,13.0
1675,12,124872135,124872419,0.048,7.0,5.0,26.0,14.0,3.0,10.0,10.0,11.0,17.0,7.0,43.0,32.0,25.0,12.0,21.0,40.0,1.0,1.0,4.0,8.0,0.0,2.0,1.0,15.0,8.0,4.0,10.0,12.0,3.0,6.0,2.0,17.0
1676,12,124873241,124874008,0.035,17.0,11.0,61.0,21.0,2.0,11.0,48.0,43.0,44.0,33.0,127.0,98.0,47.0,49.0,67.0,87.0,2.0,5.0,10.0,6.0,1.0,1.0,11.0,2.0,25.0,16.0,106.0,129.0,12.0,18.0,16.0,33.0
1677,12,124901064,124901441,0.955,1.0,8.0,45.0,38.0,8.0,0.0,4.0,5.0,38.0,9.0,43.0,37.0,45.0,0.0,36.0,59.0,0.0,1.0,3.0,7.0,0.0,0.0,0.0,1.0,6.0,1.0,236.0,16.0,6.0,0.0,26.0,13.0
1678,12,124901554,124901843,0.943,4.0,0.0,34.0,40.0,0.0,0.0,1.0,21.0,29.0,2.0,23.0,24.0,45.0,20.0,21.0,24.0,0.0,0.0,6.0,7.0,0.0,0.0,9.0,15.0,18.0,0.0,19.0,76.0,28.0,15.0,41.0,14.0
1679,12,124911243,124911464,0.932,8.0,8.0,20.0,10.0,2.0,5.0,14.0,11.0,17.0,9.0,34.0,24.0,19.0,10.0,17.0,12.0,1.0,4.0,1.0,2.0,0.0,1.0,3.0,3.0,6.0,5.0,52.0,21.0,15.0,4.0,13.0,5.0
1680,12,124929872,124930161,0.906,17.0,5.0,26.0,13.0,4.0,4.0,14.0,13.0,21.0,12.0,38.0,34.0,19.0,14.0,28.0,26.0,2.0,0.0,2.0,8.0,0.0,0.0,6.0,2.0,12.0,3.0,49.0,42.0,9.0,6.0,14.0,5.0
1681,12,124941314,124941584,0.937,4.0,6.0,17.0,13.0,5.0,6.0,14.0,19.0,11.0,9.0,21.0,34.0,20.0,23.0,24.0,43.0,0.0,0.0,1.0,1.0,0.0,10.0,0.0,2.0,1.0,1.0,21.0,14.0,5.0,7.0,16.0,22.0
1682,12,125002006,125002433,0.771,13.0,8.0,31.0,23.0,0.0,6.0,24.0,21.0,26.0,8.0,38.0,54.0,36.0,29.0,34.0,75.0,3.0,1.0,6.0,3.0,0.0,0.0,6.0,3.0,9.0,1.0,47.0,60.0,15.0,7.0,30.0,18.0
1683,12,12502942,12503465,0.126,7.0,5.0,31.0,17.0,5.0,15.0,30.0,29.0,26.0,23.0,65.0,72.0,22.0,36.0,61.0,78.0,1.0,1.0,2.0,9.0,0.0,3.0,8.0,8.0,9.0,5.0,61.0,143.0,7.0,14.0,13.0,23.0
1684,12,125028132,125028378,0.948,6.0,4.0,26.0,8.0,2.0,4.0,9.0,9.0,15.0,6.0,45.0,35.0,21.0,10.0,22.0,23.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,3.0,7.0,1.0,48.0,14.0,7.0,4.0,13.0,20.0
1685,12,12509911,12510428,0.0,16.0,6.0,33.0,12.0,7.0,15.0,28.0,35.0,23.0,25.0,46.0,70.0,21.0,39.0,58.0,82.0,6.0,1.0,11.0,1.0,2.0,3.0,7.0,9.0,8.0,4.0,76.0,26.0,15.0,22.0,17.0,39.0
1686,12,125347784,125348688,0.021,14.0,14.0,55.0,40.0,5.0,18.0,42.0,40.0,39.0,27.0,136.0,130.0,65.0,46.0,100.0,132.0,3.0,3.0,15.0,11.0,2.0,6.0,17.0,13.0,29.0,10.0,175.0,161.0,22.0,18.0,36.0,101.0
1687,12,125412891,125413165,0.0,12.0,5.0,22.0,10.0,1.0,9.0,18.0,19.0,17.0,17.0,35.0,30.0,19.0,16.0,25.0,18.0,3.0,6.0,6.0,5.0,0.0,4.0,5.0,12.0,5.0,1.0,51.0,37.0,9.0,11.0,10.0,13.0
1688,12,125473414,125473824,0.002,15.0,8.0,33.0,15.0,8.0,15.0,20.0,18.0,28.0,17.0,64.0,42.0,20.0,21.0,35.0,50.0,1.0,1.0,2.0,6.0,4.0,7.0,3.0,4.0,12.0,11.0,105.0,26.0,6.0,5.0,14.0,10.0
1689,12,125478162,125478849,0.011,9.0,2.0,30.0,19.0,4.0,9.0,39.0,28.0,20.0,16.0,95.0,136.0,27.0,53.0,104.0,95.0,1.0,0.0,0.0,3.0,0.0,6.0,10.0,7.0,7.0,2.0,31.0,41.0,4.0,14.0,26.0,29.0
1690,12,125509569,125509815,0.983,2.0,4.0,7.0,10.0,4.0,13.0,25.0,23.0,7.0,24.0,19.0,25.0,10.0,24.0,25.0,23.0,1.0,2.0,0.0,14.0,0.0,3.0,5.0,4.0,2.0,20.0,8.0,23.0,5.0,4.0,21.0,5.0
1691,12,125534060,125534527,0.044,9.0,13.0,32.0,15.0,3.0,19.0,38.0,23.0,39.0,27.0,81.0,47.0,18.0,24.0,44.0,34.0,9.0,2.0,3.0,4.0,1.0,3.0,13.0,14.0,10.0,2.0,97.0,21.0,4.0,4.0,16.0,5.0
1692,12,125549672,125550311,0.005,12.0,9.0,42.0,16.0,5.0,10.0,36.0,31.0,36.0,25.0,99.0,89.0,26.0,38.0,73.0,91.0,1.0,3.0,11.0,3.0,2.0,2.0,10.0,5.0,14.0,15.0,114.0,33.0,5.0,8.0,29.0,32.0
1693,12,125578348,125578588,0.955,2.0,7.0,15.0,16.0,4.0,9.0,25.0,11.0,15.0,19.0,28.0,23.0,19.0,14.0,18.0,14.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,4.0,4.0,5.0,43.0,39.0,6.0,8.0,12.0,5.0
1694,12,125815555,125815817,0.0,3.0,2.0,15.0,6.0,0.0,5.0,16.0,20.0,15.0,15.0,51.0,29.0,8.0,19.0,29.0,28.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,7.0,2.0,6.0,52.0,9.0,2.0,7.0,4.0,12.0
1695,12,126345899,126346531,-1.0,16.0,11.0,48.0,14.0,3.0,16.0,33.0,41.0,35.0,27.0,87.0,81.0,35.0,39.0,63.0,82.0,7.0,4.0,5.0,2.0,0.0,3.0,4.0,3.0,12.0,6.0,59.0,64.0,12.0,18.0,17.0,21.0
1696,12,12714633,12715200,0.002,16.0,2.0,26.0,21.0,4.0,11.0,16.0,31.0,21.0,20.0,64.0,88.0,24.0,29.0,88.0,105.0,1.0,0.0,4.0,7.0,0.0,2.0,0.0,3.0,5.0,5.0,52.0,21.0,9.0,4.0,15.0,20.0
1697,12,127210778,127211651,-1.0,21.0,20.0,69.0,34.0,11.0,25.0,50.0,59.0,70.0,47.0,122.0,84.0,42.0,53.0,83.0,82.0,2.0,11.0,8.0,6.0,3.0,4.0,9.0,13.0,31.0,21.0,89.0,75.0,19.0,25.0,44.0,44.0
1698,12,12764751,12765205,0.024,12.0,10.0,34.0,13.0,9.0,12.0,27.0,31.0,27.0,24.0,63.0,49.0,21.0,33.0,40.0,48.0,1.0,5.0,4.0,2.0,3.0,3.0,4.0,12.0,20.0,10.0,134.0,22.0,4.0,15.0,14.0,16.0
1699,12,127630511,127631199,0.019,16.0,9.0,52.0,36.0,11.0,8.0,34.0,36.0,51.0,29.0,69.0,83.0,35.0,43.0,78.0,97.0,1.0,2.0,16.0,8.0,2.0,0.0,14.0,8.0,37.0,9.0,60.0,78.0,16.0,32.0,31.0,37.0
1700,12,127940451,127940907,-1.0,4.0,5.0,29.0,14.0,2.0,5.0,27.0,28.0,27.0,22.0,81.0,61.0,19.0,30.0,55.0,46.0,0.0,4.0,3.0,1.0,1.0,0.0,21.0,4.0,43.0,3.0,62.0,19.0,1.0,17.0,24.0,20.0
1701,12,128850549,128850755,0.029,8.0,6.0,12.0,6.0,1.0,11.0,22.0,10.0,12.0,13.0,19.0,25.0,11.0,14.0,17.0,18.0,4.0,1.0,5.0,0.0,0.0,2.0,3.0,1.0,4.0,0.0,9.0,12.0,1.0,11.0,9.0,9.0
1702,12,128899813,128900065,0.156,11.0,5.0,21.0,18.0,4.0,5.0,15.0,9.0,23.0,12.0,37.0,19.0,17.0,11.0,19.0,25.0,1.0,1.0,3.0,2.0,0.0,5.0,1.0,1.0,5.0,2.0,44.0,16.0,8.0,1.0,13.0,15.0
1703,12,129280256,129280486,0.925,8.0,6.0,13.0,17.0,3.0,5.0,21.0,16.0,11.0,17.0,16.0,22.0,22.0,17.0,17.0,18.0,4.0,4.0,1.0,8.0,2.0,0.0,6.0,2.0,6.0,4.0,8.0,24.0,12.0,11.0,4.0,16.0
1704,12,129307947,129308724,0.007,14.0,12.0,62.0,23.0,7.0,13.0,34.0,27.0,36.0,25.0,74.0,141.0,54.0,31.0,107.0,116.0,0.0,0.0,10.0,1.0,0.0,5.0,0.0,4.0,10.0,7.0,27.0,31.0,8.0,4.0,25.0,32.0
1705,12,129337870,129338653,-1.0,8.0,9.0,31.0,24.0,3.0,7.0,39.0,38.0,30.0,34.0,145.0,119.0,31.0,37.0,114.0,113.0,0.0,1.0,11.0,1.0,0.0,4.0,2.0,5.0,6.0,7.0,37.0,30.0,5.0,2.0,20.0,23.0
1706,12,12939713,12940391,0.005,8.0,14.0,39.0,23.0,5.0,14.0,51.0,45.0,34.0,28.0,84.0,98.0,37.0,59.0,71.0,67.0,3.0,3.0,3.0,8.0,3.0,12.0,14.0,21.0,30.0,23.0,47.0,90.0,26.0,30.0,55.0,63.0
1707,12,129429603,129429843,0.45,3.0,5.0,18.0,14.0,4.0,7.0,16.0,4.0,14.0,9.0,21.0,35.0,19.0,10.0,25.0,35.0,1.0,5.0,2.0,2.0,0.0,1.0,2.0,2.0,7.0,3.0,29.0,26.0,10.0,2.0,12.0,4.0
1708,12,130184541,130184852,0.45,6.0,4.0,16.0,17.0,2.0,5.0,16.0,33.0,11.0,15.0,32.0,28.0,24.0,32.0,23.0,46.0,1.0,0.0,2.0,4.0,0.0,1.0,8.0,12.0,1.0,2.0,26.0,20.0,15.0,4.0,14.0,14.0
1709,12,13044042,13044667,0.014,15.0,11.0,40.0,23.0,11.0,22.0,44.0,42.0,35.0,31.0,79.0,66.0,28.0,55.0,49.0,73.0,2.0,3.0,7.0,5.0,6.0,12.0,19.0,25.0,9.0,9.0,72.0,64.0,21.0,32.0,16.0,42.0
1710,12,130526915,130527117,0.18,3.0,2.0,13.0,10.0,2.0,1.0,8.0,11.0,11.0,5.0,22.0,30.0,12.0,14.0,26.0,31.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,6.0,0.0,2.0,32.0,14.0,6.0,6.0,12.0,2.0
1711,12,130623142,130623492,0.282,14.0,14.0,25.0,18.0,10.0,5.0,32.0,17.0,23.0,25.0,48.0,34.0,24.0,20.0,26.0,14.0,2.0,3.0,4.0,6.0,2.0,1.0,5.0,4.0,12.0,10.0,55.0,33.0,19.0,12.0,5.0,7.0
1712,12,130822360,130822696,0.798,11.0,5.0,23.0,9.0,4.0,9.0,19.0,15.0,20.0,18.0,54.0,46.0,13.0,15.0,43.0,31.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,5.0,42.0,7.0,3.0,1.0,34.0,6.0
1713,12,130823502,130824083,0.737,12.0,7.0,36.0,20.0,7.0,27.0,39.0,28.0,38.0,29.0,82.0,74.0,18.0,38.0,67.0,58.0,1.0,2.0,6.0,3.0,0.0,3.0,8.0,11.0,19.0,13.0,252.0,38.0,13.0,11.0,43.0,22.0
1714,12,130908777,130909191,-1.0,12.0,1.0,23.0,17.0,0.0,8.0,22.0,34.0,17.0,21.0,56.0,43.0,24.0,34.0,37.0,64.0,4.0,0.0,6.0,4.0,0.0,0.0,8.0,11.0,3.0,7.0,52.0,17.0,11.0,18.0,34.0,42.0
1715,12,130935712,130935963,0.304,16.0,14.0,13.0,17.0,8.0,6.0,15.0,17.0,17.0,7.0,22.0,23.0,19.0,19.0,20.0,17.0,4.0,2.0,1.0,2.0,4.0,0.0,1.0,4.0,11.0,0.0,36.0,11.0,3.0,9.0,9.0,7.0
1716,12,131125848,131126059,0.132,0.0,12.0,4.0,19.0,4.0,9.0,16.0,10.0,17.0,4.0,35.0,18.0,14.0,14.0,20.0,14.0,0.0,2.0,1.0,5.0,0.0,2.0,21.0,6.0,15.0,1.0,70.0,21.0,20.0,7.0,30.0,17.0
1717,12,131171168,131171548,0.281,14.0,6.0,36.0,19.0,5.0,10.0,22.0,12.0,25.0,12.0,55.0,52.0,31.0,21.0,32.0,27.0,2.0,1.0,3.0,5.0,0.0,2.0,6.0,3.0,4.0,6.0,28.0,43.0,10.0,5.0,20.0,13.0
1718,12,131187997,131188248,0.353,3.0,8.0,10.0,15.0,6.0,4.0,13.0,21.0,7.0,7.0,26.0,26.0,20.0,25.0,18.0,41.0,0.0,1.0,3.0,18.0,1.0,1.0,2.0,3.0,3.0,1.0,9.0,17.0,3.0,10.0,10.0,16.0
1719,12,131199824,131200157,0.122,4.0,3.0,23.0,25.0,4.0,5.0,17.0,17.0,16.0,11.0,32.0,37.0,31.0,24.0,25.0,58.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,8.0,2.0,1.0,19.0,57.0,5.0,10.0,15.0,28.0
1720,12,131200509,131200726,0.126,12.0,7.0,17.0,10.0,2.0,8.0,11.0,13.0,15.0,5.0,14.0,24.0,17.0,14.0,17.0,30.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,95.0,7.0,1.0,15.0,7.0
1721,12,131303093,131303836,-1.0,59.0,20.0,59.0,39.0,10.0,16.0,39.0,34.0,58.0,21.0,87.0,78.0,50.0,42.0,60.0,70.0,10.0,3.0,13.0,7.0,11.0,1.0,5.0,4.0,16.0,3.0,89.0,37.0,13.0,13.0,20.0,9.0
1722,12,131323203,131323959,0.001,11.0,5.0,46.0,32.0,7.0,5.0,22.0,36.0,36.0,15.0,94.0,104.0,40.0,45.0,88.0,169.0,0.0,0.0,6.0,2.0,1.0,0.0,2.0,3.0,2.0,2.0,197.0,30.0,14.0,6.0,6.0,25.0
1723,12,131417942,131418218,0.205,10.0,7.0,22.0,19.0,3.0,11.0,18.0,14.0,26.0,16.0,34.0,17.0,19.0,12.0,20.0,27.0,4.0,1.0,1.0,3.0,0.0,1.0,9.0,2.0,3.0,7.0,24.0,7.0,7.0,1.0,13.0,16.0
1724,12,131488696,131488975,-1.0,8.0,5.0,15.0,10.0,1.0,15.0,16.0,24.0,12.0,11.0,23.0,28.0,17.0,25.0,21.0,47.0,1.0,1.0,7.0,4.0,0.0,3.0,3.0,5.0,6.0,6.0,13.0,36.0,10.0,4.0,3.0,24.0
1725,12,13152819,13153084,0.016,5.0,6.0,19.0,20.0,5.0,11.0,14.0,15.0,18.0,9.0,20.0,26.0,22.0,19.0,21.0,34.0,4.0,1.0,1.0,2.0,1.0,0.0,5.0,2.0,5.0,2.0,19.0,55.0,5.0,1.0,9.0,19.0
1726,12,131517267,131517624,0.181,18.0,18.0,35.0,26.0,17.0,21.0,9.0,21.0,35.0,16.0,8.0,22.0,27.0,13.0,30.0,40.0,0.0,11.0,11.0,3.0,3.0,2.0,2.0,3.0,39.0,16.0,2.0,47.0,9.0,20.0,41.0,8.0
1727,12,131529297,131529887,0.733,15.0,15.0,34.0,22.0,5.0,20.0,46.0,41.0,27.0,40.0,59.0,70.0,39.0,37.0,58.0,61.0,7.0,2.0,4.0,3.0,1.0,2.0,7.0,12.0,10.0,16.0,83.0,37.0,21.0,29.0,68.0,38.0
1728,12,131572501,131572945,0.67,8.0,8.0,36.0,20.0,8.0,16.0,32.0,28.0,26.0,28.0,49.0,43.0,30.0,32.0,30.0,49.0,2.0,3.0,2.0,8.0,2.0,1.0,19.0,10.0,16.0,10.0,116.0,141.0,5.0,12.0,3.0,18.0
1729,12,131605558,131605767,-1.0,4.0,4.0,18.0,7.0,2.0,8.0,8.0,22.0,10.0,10.0,25.0,20.0,17.0,18.0,15.0,20.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,7.0,2.0,1.0,15.0,8.0,2.0,2.0,3.0,9.0
1730,12,131606751,131606999,0.386,4.0,5.0,23.0,6.0,3.0,15.0,16.0,16.0,15.0,10.0,32.0,32.0,16.0,20.0,19.0,15.0,1.0,0.0,0.0,9.0,0.0,3.0,8.0,2.0,11.0,1.0,23.0,49.0,9.0,4.0,5.0,3.0
1731,12,131623197,131623543,-1.0,8.0,11.0,26.0,17.0,4.0,8.0,35.0,14.0,21.0,20.0,35.0,43.0,29.0,22.0,24.0,28.0,1.0,4.0,6.0,4.0,1.0,2.0,7.0,3.0,12.0,5.0,31.0,28.0,14.0,19.0,9.0,31.0
1732,12,131647814,131648375,0.797,11.0,4.0,31.0,26.0,3.0,11.0,28.0,38.0,33.0,18.0,78.0,61.0,25.0,47.0,54.0,92.0,3.0,0.0,3.0,4.0,1.0,3.0,16.0,7.0,17.0,4.0,34.0,97.0,9.0,14.0,38.0,90.0
1733,12,131943519,131943761,0.424,9.0,4.0,9.0,20.0,2.0,6.0,14.0,22.0,14.0,12.0,27.0,16.0,17.0,22.0,20.0,27.0,2.0,0.0,0.0,8.0,0.0,4.0,1.0,5.0,7.0,5.0,66.0,22.0,5.0,3.0,12.0,15.0
1734,12,13197238,13197781,0.002,10.0,5.0,38.0,24.0,4.0,10.0,25.0,27.0,33.0,22.0,93.0,70.0,30.0,29.0,63.0,59.0,1.0,2.0,6.0,3.0,1.0,2.0,2.0,4.0,13.0,7.0,71.0,121.0,8.0,12.0,29.0,29.0
1735,12,131977468,131977843,0.507,14.0,9.0,27.0,20.0,6.0,9.0,21.0,23.0,27.0,16.0,44.0,37.0,23.0,25.0,33.0,40.0,9.0,1.0,4.0,4.0,1.0,1.0,2.0,3.0,8.0,6.0,42.0,72.0,5.0,9.0,39.0,18.0
1736,12,132284454,132284685,1.0,1.0,5.0,12.0,11.0,0.0,7.0,22.0,13.0,6.0,10.0,14.0,33.0,22.0,20.0,16.0,38.0,0.0,1.0,1.0,6.0,0.0,4.0,2.0,2.0,1.0,2.0,8.0,24.0,13.0,4.0,19.0,23.0
1737,12,132285972,132286527,0.982,6.0,14.0,15.0,12.0,6.0,59.0,86.0,30.0,14.0,72.0,43.0,56.0,21.0,36.0,42.0,42.0,1.0,2.0,2.0,8.0,0.0,33.0,22.0,5.0,6.0,24.0,33.0,32.0,11.0,40.0,11.0,50.0
1738,12,132324953,132325406,0.975,7.0,10.0,17.0,41.0,5.0,12.0,28.0,26.0,33.0,16.0,59.0,37.0,30.0,33.0,42.0,56.0,3.0,5.0,3.0,20.0,6.0,9.0,4.0,8.0,7.0,4.0,110.0,34.0,7.0,9.0,35.0,30.0
1739,12,132329177,132330089,0.96,19.0,15.0,55.0,45.0,19.0,30.0,69.0,61.0,37.0,55.0,89.0,93.0,59.0,79.0,62.0,124.0,3.0,16.0,19.0,12.0,20.0,10.0,16.0,19.0,12.0,16.0,100.0,195.0,41.0,18.0,24.0,46.0
